epNum,airDate,extra_info,round_name,coord,category,order,value,daily_double,question,answer,correctAttempts,wrongAttempts
7816,2018-09-10,First game of Season 35. New opening graphics. Alex has...,Jeopardy,"(1, 1)",US OPEN 50 YEARS,30,"(200,)",False,"In 1968, the first Open men's singles winner was this athlete & activist, whose name is now on the Open's main stadium",Arthur Ashe,1,0
7816,2018-09-10,First game of Season 35. New opening graphics. Alex has...,Jeopardy,"(2, 1)",EXERCISING: YOUR OPTIONS,12,"(200,)",False,"Take a run at this exercise machine, also defined as ""any monotonous...routine in which there is little or no...progress""",a treadmill,1,0
7816,2018-09-10,First game of Season 35. New opening graphics. Alex has...,Jeopardy,"(3, 1)",FAMOUS THREESOMES,9,"(200,)",False,"Moe, Larry & Curly",the Three Stooges,1,0
7816,2018-09-10,First game of Season 35. New opening graphics. Alex has...,Jeopardy,"(4, 1)","""IN"" THE DICTIONARY",6,"(200,)",False,They're what an entomologist studies,insects,1,1
7816,2018-09-10,First game of Season 35. New opening graphics. Alex has...,Jeopardy,"(5, 1)",HIS WIDOW LIVED ON,1,"(200,)",False,"Zee James was this outlaw's fiancee for 9 years & his widow for 18, both longer than her marriage",Jesse James,1,0
7816,2018-09-10,First game of Season 35. New opening graphics. Alex has...,Jeopardy,"(6, 1)",OUR STATE LOOKS UP TO YOU,25,"(200,)",False,Kansas looks up to it,Nebraska,1,0
7816,2018-09-10,First game of Season 35. New opening graphics. Alex has...,Jeopardy,"(1, 2)",US OPEN 50 YEARS,18,"(400,)",False,"In 1973 Ms. Court & Mr. Newcombe got $25,000 each as the U.S. Open was the first of this quartet of titles to equalize men's & women's prizes",the Grand Slam,1,0
7816,2018-09-10,First game of Season 35. New opening graphics. Alex has...,Jeopardy,"(2, 2)",EXERCISING: YOUR OPTIONS,11,"(400,)",False,A 150-lb. woman can burn 90 calories in 10 mins. doing this alliterative exercise using leaping & clapping hands repeatedly,jumping jacks,1,0
7816,2018-09-10,First game of Season 35. New opening graphics. Alex has...,Jeopardy,"(3, 2)",FAMOUS THREESOMES,17,"(400,)",False,"In a Mother Goose rhyme, ""Rub-a-dub-dub"", they're the ""three men in a tub""","the butcher, the baker and the candlestick maker",1,0
7816,2018-09-10,First game of Season 35. New opening graphics. Alex has...,Jeopardy,"(4, 2)","""IN"" THE DICTIONARY",7,"(400,)",False,"Depending on how you pronounce it, it can mean to hint at, or very personal & private",intimate,1,0
7816,2018-09-10,First game of Season 35. New opening graphics. Alex has...,Jeopardy,"(5, 2)",HIS WIDOW LIVED ON,2,"(400,)",False,"In 2018 this widow of a Beatle turned 85 & voiced a role in the movie ""Isle of Dogs""",Yoko Ono,1,0
7816,2018-09-10,First game of Season 35. New opening graphics. Alex has...,Jeopardy,"(6, 2)",OUR STATE LOOKS UP TO YOU,26,"(400,)",False,It's due north of New Mexico,Colorado,0,3
7816,2018-09-10,First game of Season 35. New opening graphics. Alex has...,Jeopardy,"(1, 3)",US OPEN 50 YEARS,19,"(600,)",False,"With a powerful style of play, she won the women's singles in the 1990s, 2000s & 2010s, the only player to do so",Serena Williams,1,0
7816,2018-09-10,First game of Season 35. New opening graphics. Alex has...,Jeopardy,"(2, 3)",EXERCISING: YOUR OPTIONS,13,"(600,)",False,"Sign up for this 4-letter Hindu philosophy; ""The Onion"" had an Ali-like ""champion"" of it boast, ""I am the serenest!""",yoga,1,0
7816,2018-09-10,First game of Season 35. New opening graphics. Alex has...,Jeopardy,"(3, 3)",FAMOUS THREESOMES,22,"(600,)",False,"A legendary love triangle consisted of King Arthur, Queen Guinevere & him",Lancelot,1,0
7816,2018-09-10,First game of Season 35. New opening graphics. Alex has...,Jeopardy,"(4, 3)","""IN"" THE DICTIONARY",8,"(600,)",False,"In her ""I Am Woman"" song, Helen Reddy was strong & she was this, meaning she can't be defeated",invincible,0,3
7816,2018-09-10,First game of Season 35. New opening graphics. Alex has...,Jeopardy,"(5, 3)",HIS WIDOW LIVED ON,3,"(600,)",False,"Valerie (nee Fletcher) spent 47 years as this poet's widow & cashed more than a few ""Cats"" checks",(T.S.) Eliot,1,0
7816,2018-09-10,First game of Season 35. New opening graphics. Alex has...,Jeopardy,"(6, 3)",OUR STATE LOOKS UP TO YOU,27,"(600,)",False,Iowans roll their eyes upward at this state,Minnesota,1,0
7816,2018-09-10,First game of Season 35. New opening graphics. Alex has...,Jeopardy,"(1, 4)",US OPEN 50 YEARS,20,"(800,)",False,"The 1990 Open heralded a new all-time great when, at 19, he beat Agassi to become the youngest men's singles champ",(Pete) Sampras,1,0
7816,2018-09-10,First game of Season 35. New opening graphics. Alex has...,Jeopardy,"(2, 4)",EXERCISING: YOUR OPTIONS,14,"(800,)",False,"Tighten & hold your pelvic floor muscles for 5 seconds, 5 times in these not-just-for-pregnancy exercises",kegels,1,0
7816,2018-09-10,First game of Season 35. New opening graphics. Alex has...,Jeopardy,"(3, 4)",FAMOUS THREESOMES,23,"(3000,)",True,"Their names are Melchior, Balthasar & Gaspar",the three wise men (or the Magi),1,0
7816,2018-09-10,First game of Season 35. New opening graphics. Alex has...,Jeopardy,"(4, 4)","""IN"" THE DICTIONARY",10,"(800,)",False,Eggs can be artificially hatched in one type of this apparatus; premature babies are kept in another type,an incubator,1,0
7816,2018-09-10,First game of Season 35. New opening graphics. Alex has...,Jeopardy,"(5, 4)",HIS WIDOW LIVED ON,4,"(800,)",False,This composer died in 1791; his widow Constanze lived until 1842 & there are even purported photos of her,Mozart,1,0
7816,2018-09-10,First game of Season 35. New opening graphics. Alex has...,Jeopardy,"(6, 4)",OUR STATE LOOKS UP TO YOU,28,"(800,)",False,It's Arkansas' good neighbor to the north,Missouri,0,3
7816,2018-09-10,First game of Season 35. New opening graphics. Alex has...,Jeopardy,"(1, 5)",US OPEN 50 YEARS,21,"(1000,)",False,"His dominance of the first decade of the 2000s includes an Open Era record of five straight titles, losing two sets in the five finals",(Roger) Federer,1,1
7816,2018-09-10,First game of Season 35. New opening graphics. Alex has...,Jeopardy,"(2, 5)",EXERCISING: YOUR OPTIONS,15,"(1000,)",False,"Dude, time to hit the exercise machine & do this pulldown, named for the widest muscle in your back!",the latissimus,1,0
7816,2018-09-10,First game of Season 35. New opening graphics. Alex has...,Jeopardy,"(3, 5)",FAMOUS THREESOMES,24,"(1000,)",False,"The Three Tenors were Pavarotti, Domingo & this man, who is on an extended farewell tour",José Carreras,0,3
7816,2018-09-10,First game of Season 35. New opening graphics. Alex has...,Jeopardy,"(4, 5)","""IN"" THE DICTIONARY",16,"(1000,)",False,This 10-letter adjective describes certain devices that cause or are designed to cause fires,incendiary,1,0
7816,2018-09-10,First game of Season 35. New opening graphics. Alex has...,Jeopardy,"(5, 5)",HIS WIDOW LIVED ON,5,"(1000,)",False,In a 2012 memoir the widow of this Argentine-born guerrilla fighter tells of how he declared his love for her in a Jeep,(Che) Guevara,1,0
7816,2018-09-10,First game of Season 35. New opening graphics. Alex has...,Jeopardy,"(6, 5)",OUR STATE LOOKS UP TO YOU,29,"(1000,)",False,It's the state Wyoming looks up to,Montana,1,0
7816,2018-09-10,First game of Season 35. New opening graphics. Alex has...,Double Jeopardy,"(1, 1)",BACK TO BASICS,13,"(400,)",False,"This word for ""basic"" is also a 3rd grade type of school",primary (or elementary),1,0
7816,2018-09-10,First game of Season 35. New opening graphics. Alex has...,Double Jeopardy,"(3, 1)",BUSINESS,29,"(400,)",False,This 3-letter memorandum of debt is a strong but not legally binding promise to pay,I.O.U.,1,0
7816,2018-09-10,First game of Season 35. New opening graphics. Alex has...,Double Jeopardy,"(4, 1)",THE MOVIES,3,"(400,)",False,Bob Parr stays home taking care of the kids while Elastigirl is out saving the world in this 2018 sequel,Incredibles 2,1,0
7816,2018-09-10,First game of Season 35. New opening graphics. Alex has...,Double Jeopardy,"(5, 1)",LITERATURE,8,"(400,)",False,"In this H.G. Wells classic, the narrator is ""drawn on by the...Earth's fate"" & sees it in ""strides of a thousand years""",The Time Machine,1,0
7816,2018-09-10,First game of Season 35. New opening graphics. Alex has...,Double Jeopardy,"(6, 1)",COLLEGES EAST OF THE MISSISSIPPI FROM K TO Q,28,"(400,)",False,You're always part of the Wolfpack at this Raleigh school,NC State,1,0
7816,2018-09-10,First game of Season 35. New opening graphics. Alex has...,Double Jeopardy,"(1, 2)",BACK TO BASICS,21,"(800,)",False,"RIF, short for ""Reading is"" this, has aided children's literacy since 1966",fundamental,1,0
7816,2018-09-10,First game of Season 35. New opening graphics. Alex has...,Double Jeopardy,"(2, 2)",HISTORY,17,"(800,)",False,"The first capital of California following American occupation in 1846 was this city, today the ""capital"" of Silicon Valley",San Jose,0,3
7816,2018-09-10,First game of Season 35. New opening graphics. Alex has...,Double Jeopardy,"(3, 2)",BUSINESS,27,"(800,)",False,"In 2007 Forbes reported that this TV personality was ""America's sole black female billionaire""",Oprah Winfrey,1,0
7816,2018-09-10,First game of Season 35. New opening graphics. Alex has...,Double Jeopardy,"(4, 2)",THE MOVIES,4,"(800,)",False,"A mute Sally Hawkins falls in love with an amphibious creature in this 2017 movie, Oscar's Best Picture",The Shape of Water,1,0
7816,2018-09-10,First game of Season 35. New opening graphics. Alex has...,Double Jeopardy,"(5, 2)",LITERATURE,9,"(800,)",False,"Oddly, the protagonist of ""The Tin Drum"" stops doing this at age 3",growing,0,3
7816,2018-09-10,First game of Season 35. New opening graphics. Alex has...,Double Jeopardy,"(6, 2)",COLLEGES EAST OF THE MISSISSIPPI FROM K TO Q,23,"(5000,)",True,It's about a 50-mile drive from Penn to this other Ivy League school that fits the category,Princeton,0,1
7816,2018-09-10,First game of Season 35. New opening graphics. Alex has...,Double Jeopardy,"(1, 3)",BACK TO BASICS,15,"(1200,)",False,"The timeless line ""when in doubt, go basic"" this appeared in a 2017 Vogue feature",black,1,0
7816,2018-09-10,First game of Season 35. New opening graphics. Alex has...,Double Jeopardy,"(2, 3)",HISTORY,16,"(1200,)",False,Last name of the young family seen here circa 1920--father & daughter would combine to serve 31 years as prime minister of India,Nehru,0,3
7816,2018-09-10,First game of Season 35. New opening graphics. Alex has...,Double Jeopardy,"(3, 3)",BUSINESS,1,"(2400,)",True,"After a $26 billion merger in 2016, this business website might keep nagging Microsoft to update its resume",LinkedIn,1,0
7816,2018-09-10,First game of Season 35. New opening graphics. Alex has...,Double Jeopardy,"(4, 3)",THE MOVIES,5,"(1200,)",False,"Gloria Swanson utters the immortal line ""I am big, it's the pictures that got small"" in this classic film",Sunset Boulevard,1,0
7816,2018-09-10,First game of Season 35. New opening graphics. Alex has...,Double Jeopardy,"(5, 3)",LITERATURE,10,"(1200,)",False,"Nicholas Rubashov is a revolutionary caught up in this leader's purges in Arthur Koestler's ""Darkness at Noon""",Stalin,1,0
7816,2018-09-10,First game of Season 35. New opening graphics. Alex has...,Double Jeopardy,"(6, 3)",COLLEGES EAST OF THE MISSISSIPPI FROM K TO Q,26,"(1200,)",False,Neil Armstrong took more than one small step for himself attending this Big Ten university in Indiana,Purdue,1,0
7816,2018-09-10,First game of Season 35. New opening graphics. Alex has...,Double Jeopardy,"(1, 4)",BACK TO BASICS,14,"(1600,)",False,"""Watery"" term for the dominant trend, perhaps describing big media",mainstream,0,3
7816,2018-09-10,First game of Season 35. New opening graphics. Alex has...,Double Jeopardy,"(2, 4)",HISTORY,2,"(1600,)",False,2-word Latin term for the period of relative peace ending with the death of Marcus Aurelius,Pax Romana,1,0
7816,2018-09-10,First game of Season 35. New opening graphics. Alex has...,Double Jeopardy,"(3, 4)",BUSINESS,18,"(1600,)",False,A passage from the book of Hosea was the inspiration Israel's first Minister of Transportation had for naming this airline,El Al,1,0
7816,2018-09-10,First game of Season 35. New opening graphics. Alex has...,Double Jeopardy,"(4, 4)",THE MOVIES,6,"(1600,)",False,"""The Disaster Artist"" chronicles Tommy Wiseau making this so-bad-it's-good film",The Room,1,0
7816,2018-09-10,First game of Season 35. New opening graphics. Alex has...,Double Jeopardy,"(5, 4)",LITERATURE,11,"(1600,)",False,"Booth Tarkington's novel about this ""Magnificent"" family documents their decline",the Ambersons,1,0
7816,2018-09-10,First game of Season 35. New opening graphics. Alex has...,Double Jeopardy,"(6, 4)",COLLEGES EAST OF THE MISSISSIPPI FROM K TO Q,25,"(1600,)",False,"About 2,000 women attend this college in South Hadley, Mass., one of the Seven Sisters schools",Mount Holyoke,0,3
7816,2018-09-10,First game of Season 35. New opening graphics. Alex has...,Double Jeopardy,"(1, 5)",BACK TO BASICS,22,"(2000,)",False,"""R"" you ready? This 11-letter word means ""basic"", like skills everyone should have",rudimentary,1,0
7816,2018-09-10,First game of Season 35. New opening graphics. Alex has...,Double Jeopardy,"(2, 5)",HISTORY,20,"(2000,)",False,"3 pretenders to the Russian throne known as ""false"" this name plagued the Time of Troubles in the early 1600s",the false Dimitrys,0,3
7816,2018-09-10,First game of Season 35. New opening graphics. Alex has...,Double Jeopardy,"(3, 5)",BUSINESS,19,"(2000,)",False,"Corn is traded at this sort of exchange as well as, of course, frozen concentrated orange juice",commodity,1,0
7816,2018-09-10,First game of Season 35. New opening graphics. Alex has...,Double Jeopardy,"(4, 5)",THE MOVIES,7,"(2000,)",False,A 12-year-old Jodie Foster played a prostitute opposite Robert De Niro in this 1976 film,Taxi Driver,1,0
7816,2018-09-10,First game of Season 35. New opening graphics. Alex has...,Double Jeopardy,"(5, 5)",LITERATURE,12,"(2000,)",False,"In a Saul Bellow novel, Eugene Henderson gets this sacred title from the African Wariri tribe",the Rain King,0,3
7816,2018-09-10,First game of Season 35. New opening graphics. Alex has...,Double Jeopardy,"(6, 5)",COLLEGES EAST OF THE MISSISSIPPI FROM K TO Q,24,"(2000,)",False,"Let's take a poll--does at least one of you 3 know this ""Q"" university is in Hamden, Connecticut?",Quinnipiac,1,0
7816,2018-09-10,First game of Season 35. New opening graphics. Alex has...,Final Jeopardy,"(1, 1)",THE SOUTHERN HEMISPHERE,0,"(2600, 1000, 0)",False,"To set a record for longest solo journey by kayak, 2,010 miles, Helen Skelton traveled through this nation for a month",Brazil,3,0
7817,2018-09-11,,Jeopardy,"(1, 1)",SCIENCE AROUND US,1,"(200,)",False,Curtains made of carbon fiber rods are specifically designed to help buildings withstand these,earthquakes,1,0
7817,2018-09-11,,Jeopardy,"(3, 1)",NUMERICAL CINEMA,11,"(200,)",False,"White rapper wins contest, yo",8 Mile,1,0
7817,2018-09-11,,Jeopardy,"(4, 1)",I'M ALLEN,13,"(200,)",False,"He became friends with Bill Gates at Lakeside School; like Bill, he dropped out of college",Paul Allen,1,0
7817,2018-09-11,,Jeopardy,"(5, 1)",U.S. HISTORY,19,"(200,)",False,"Published in 1783, his ""American Spelling Book"" preceded his famous dictionary by 45 years",Webster,1,0
7817,2018-09-11,,Jeopardy,"(6, 1)","THAT ENDED ""WELL""",2,"(200,)",False,Type of card you might receive in a hospital,a get well card,1,0
7817,2018-09-11,,Jeopardy,"(1, 2)",SCIENCE AROUND US,5,"(400,)",False,"Pesticides called neonicotinoids are under an E.U. ban, primarily to save these insects",honeybees,1,0
7817,2018-09-11,,Jeopardy,"(2, 2)",GO FLY A KITE!,29,"(400,)",False,Kite Power Systems in the U.K. is developing the use of kites instead of turbines to provide this type of energy,wind power,1,0
7817,2018-09-11,,Jeopardy,"(3, 2)",NUMERICAL CINEMA,12,"(400,)",False,A trio of bachelors cares for a foundling left on their doorstep,Three Men and a Baby,1,0
7817,2018-09-11,,Jeopardy,"(4, 2)",I'M ALLEN,17,"(400,)",False,Here's the buzz--he's the voice of Buzz Lightyear,Tim Allen,1,0
7817,2018-09-11,,Jeopardy,"(5, 2)",U.S. HISTORY,20,"(400,)",False,"In 1875 this Tammany Hall ""Boss"" escaped from prison & fled to Cuba & then to Spain",Boss Tweed,1,0
7817,2018-09-11,,Jeopardy,"(6, 2)","THAT ENDED ""WELL""",3,"(400,)",False,To reside,dwell,1,0
7817,2018-09-11,,Jeopardy,"(1, 3)",SCIENCE AROUND US,6,"(600,)",False,"(Kelly shows the Statue of Liberty on the monitor.) When unveiled in 1886, the Statue of Liberty looked something like this, but by 1920, the copper exterior had turned completely green because of weathering, as well as this chemical process & the copper's exposure to the air",oxidation,1,0
7817,2018-09-11,,Jeopardy,"(2, 3)",GO FLY A KITE!,26,"(600,)",False,"The 1822 ""Charvolant"" was this type of passenger vehicle pulled at up to 20 MPH by kites instead of horses",a carriage,2,0
7817,2018-09-11,,Jeopardy,"(3, 3)",NUMERICAL CINEMA,14,"(600,)",False,A chaste nerd trades his action figures in for chicks,The 40-Year-Old Virgin,1,0
7817,2018-09-11,,Jeopardy,"(4, 3)",I'M ALLEN,18,"(600,)",False,"In 1844 Macon Allen became the first black one of these professionals in the U.S. & later, first black justice of the peace",an attorney (or lawyer),1,0
7817,2018-09-11,,Jeopardy,"(5, 3)",U.S. HISTORY,21,"(600,)",False,"In 1817, Congress divided a territory that became these two states that are practically mirror images of each other",Alabama and Mississippi,1,0
7817,2018-09-11,,Jeopardy,"(6, 3)","THAT ENDED ""WELL""",4,"(600,)",False,Adieu!,farewell,1,0
7817,2018-09-11,,Jeopardy,"(1, 4)",SCIENCE AROUND US,7,"(800,)",False,"Many invertebrates comprising this 1,400-mile structure off Australia died in 2016",the Great Barrier Reef,1,0
7817,2018-09-11,,Jeopardy,"(2, 4)",GO FLY A KITE!,27,"(800,)",False,"This type of kite, also known as a cellular kite, is seen here, aloft",a box kite,1,0
7817,2018-09-11,,Jeopardy,"(3, 4)",NUMERICAL CINEMA,15,"(800,)",False,A derelict alien spaceship is stalled out over South Africa,District 9,1,0
